id,Title,Body,User,Label,Created At,Updated At
6954,Fixed #25788 -- Enabled the cached template loader if debug=False.,"Changed `Engine` to wrap default loaders in the cached template
loader if no loaders are specified and debug is False. Updated the
documentation and release notes accordingly and added tests to
ensure that the default loaders are as expected.
",harrislapiroff,None,2016-07-21T20:25:20Z,2016-09-02T23:51:12Z
6905,Fixed #26671 -- Fixed bug in url converter,"https://code.djangoproject.com/ticket/26671
",mrlnx,None,2016-07-12T12:29:38Z,2016-07-12T14:19:43Z
6895,Fixed #26872 -- Fixed filter overflow bug in admin,"Updated the style of filter choices to prevent overflow. Added
title attribute with full text to each choice.
",kennethyang404,None,2016-07-08T02:09:28Z,2016-07-09T12:07:09Z
6836,Fix marked bug in test so alter_field operates on correct field state.,,jdufresne,None,2016-06-26T14:33:05Z,2016-06-27T16:13:15Z
6789,修复用户名不能使用中文的bug,"注释掉了对用户名限制
",uhayate,None,2016-06-16T10:46:52Z,2016-06-16T11:58:22Z
6762,Bug fix for postgres array indices,"Hey guys, this is my first attempt at contribution, hopefully I'll get it right.

I've encountered a bug when trying to filter on an annotated function call (the function is my own, written in plpgpsql).
The test case I've provided, which fails without my fix, is somewhat odd, but I could not find a general example of an annotation function that returns an array.

I think my fix might be too over-reaching, it can be maybe fixed by surrounding the SQL before the array index in parenthesis.

Thanks!
",yotamofek,None,2016-06-12T02:03:14Z,2016-08-04T18:20:53Z
6634,Fix bug in get_traceback_frame_variables,"When using django.utils.log.AdminEmailHandler logger handler with Celery, Exceptions do not get through because of AttributeError in get_traceback_frame_variables. 

This fixes the issue.
",tuomas2,None,2016-05-21T08:02:20Z,2016-06-28T09:44:43Z
6435,Fixed #26145 -- Made debug context processor return queries for all databases.,,MounirMesselmeni,None,2016-04-09T12:12:37Z,2016-04-09T15:48:50Z
6339,Refs #18239 -- Removed an obsolete workaround for bugs in HTMLParser.,,timgraham,None,2016-03-26T10:53:15Z,2016-03-26T16:48:50Z
6331,Fixed #23004 -- Added cleansing of request.META in the debug view.,"Docker run with wsgi Django App, usually through the environment variable to pass parameters, need to protection the request.META with some environment KEY value.
",shenjinti,None,2016-03-24T14:48:43Z,2016-04-04T22:34:06Z
6290,Removed a workaround for a cookie encoding bug [1] in Python < 2.7.2.,"[1] http://bugs.python.org/issue9824
",timgraham,None,2016-03-14T14:09:35Z,2016-03-14T23:49:33Z
6261,Fixed #26342 -- Bug with NodeNotFoundError repr,"[Ticket #26342](https://code.djangoproject.com/ticket/26342#ticket)

`NodeNotFoundError.node` is a tuple. Feeding it as a single argument to a formatter attempts to unpack it. We don't want that!
",jarekwg,None,2016-03-09T10:43:43Z,2019-05-07T14:09:47Z
6127,Fixed debug mode for UnicodeDecodeError,"Why silence the error in debug mode?
",haos616,None,2016-02-11T21:02:57Z,2016-02-11T23:02:10Z
5906,Add source property for token object in debug mode,,snkhokh,None,2015-12-31T10:30:46Z,2015-12-31T10:50:44Z
5896,Refs #13614 -- Added test for admin's many-to-many widget data loss bug.,"It looks like browsers have fixed the reported issue.

https://code.djangoproject.com/ticket/13614
",timgraham,None,2015-12-30T15:13:17Z,2015-12-30T19:10:55Z
5800,Fixed #25896 -- Fixed state bug in SeparateDatabaseAndState.database_backwards().,"New test catching the bug, and bugfix.
",amosonn,None,2015-12-09T09:58:04Z,2015-12-09T16:14:41Z
5799,Fixed #25896 -- Fixed state bug in SeparateDatabaseAndState.database_backwards().,"New test catching the bug, and bugfix.
",amosonn,None,2015-12-09T09:51:17Z,2015-12-09T09:56:31Z
5795,Refs #10060 -- Corrected description of multiple annotations bug.,"Per @akaariai at https://groups.google.com/d/msg/django-developers/qiYKd1YZY_E/Tgn0p1wHCQAJ
",timgraham,None,2015-12-08T21:46:59Z,2015-12-15T13:05:12Z
5792,Fixed #25896 -- Fixed state bug in SeparateDatabaseAndState.database_backwards().,"Test breaking with previous code, and fix which makes test pass.
",amosonn,None,2015-12-08T20:01:05Z,2015-12-09T09:50:02Z
5789,Fixed #25896 -- Fixed state bug in SeparateDatabaseAndState.database_backwards().,"Test breaking with previous code, and fix which makes test pass.
",amosonn,None,2015-12-08T17:14:13Z,2015-12-08T19:56:56Z
5658,"Fixed #25349 - ModelForm bug that occurs when saving None value to a ForeignKey with null=True, blank=False and required=False.","https://code.djangoproject.com/ticket/25349
",haxoza,None,2015-11-14T16:42:41Z,2016-02-19T19:19:59Z
5621,Fixed #25710 -- Documented what INTERNAL_IPS does under the DEBUG set…,"…ting.
",atombrella,None,2015-11-10T18:43:41Z,2015-11-14T22:09:46Z
5592,Fixed debug view crash during the autumn DST change.,"This PR supersedes #5529. /cc @apollo13 
",aaugustin,None,2015-11-07T15:13:24Z,2015-11-07T22:18:48Z
5529,Fixed AmbiguousTimeError in the debug view during DST changes.,"The error was caused if USE_TZ is False and an error was reported during DST changes.
",apollo13,None,2015-11-01T11:03:21Z,2015-11-07T13:13:39Z
5523,Fixed #25644 -- Fixed reset cookie expiry date bug,"https://code.djangoproject.com/ticket/25644

Setting a cookie with the same key as a previously deleted cookie would set its expiry date to `'Thu, 01-Jan-1970 00:00:00 GMT'`.
",raphaelmerx,None,2015-10-30T22:25:21Z,2015-11-18T12:54:35Z
5393,Removed SimpleLazyObject workaround for a Python bug.,"Workaround added in fe8484efda257e151d9c1ca5151e546c9262bf0f
",timgraham,None,2015-10-05T12:28:59Z,2015-10-05T13:47:35Z
5381,Fixed #25037 -- Added request.user to the debug view.,,jonaldomo,None,2015-10-02T14:45:14Z,2015-10-05T13:37:45Z
5273,25386 Explained that debug in class Engine defaults to settings.debug,"[Ticket 25386](https://code.djangoproject.com/ticket/25386) pointed out that options.debug defaults to settings.DEBUG, but the documentation for configuring a class engine and TEMPLATE_DEBUG both claim that they default to False without elaborating on that point. I added a line to the section of documentation configuring a class engine explaining this. 

I did not change the TEMPLATE_DEBUG documentation, because it is deprecated. I will explain how this affects options debug in another pull request. 
",dhanus,None,2015-09-11T22:58:03Z,2015-09-24T01:10:07Z
5182,Fixed #25246 -- Remove duplicate paths due to a bug related to Python 3 namespace package,"https://code.djangoproject.com/ticket/25246
",caioariede,None,2015-08-24T00:07:39Z,2015-09-02T19:28:27Z
5056,Refs #25183 -- Added debugging for non-deterministic GeoIP test.,,timgraham,None,2015-07-28T11:24:33Z,2015-07-28T11:58:54Z
5041,Fixed #25095 -- Fixed annotate() + values() group by bug,,timgraham,None,2015-07-24T17:30:00Z,2015-07-27T12:08:08Z
5002,Fixed #25095 -- Fixed annotate() + values() group by bug,,mitchelljkotler,None,2015-07-15T21:30:35Z,2015-07-24T17:31:35Z
4980,Improved whitespace in debug templates.,"Removed extra blank lines in the template text debug template,
and prevented overindentation in the HTML debug template.

Before & after:

![before](https://cloud.githubusercontent.com/assets/411869/8628160/9a4881e2-271e-11e5-9a94-d72264e6f8f2.png)

![after](https://cloud.githubusercontent.com/assets/411869/8628163/9da1df78-271e-11e5-8e3e-a0fcd2846a5b.png)

![before1](https://cloud.githubusercontent.com/assets/411869/8628164/a04279a4-271e-11e5-91e4-bbecfce3e6ba.png)

![after2](https://cloud.githubusercontent.com/assets/411869/8628165/a17b2622-271e-11e5-8fea-5f1be9cad250.png)
",timgraham,None,2015-07-10T20:14:18Z,2015-07-13T23:51:07Z
4969,"Fixed #25089, #25090 -- Added password validation to UserCreationForm, changepassword, createsuperuser; Fix html escape bug",,alexbecker,None,2015-07-09T08:12:27Z,2015-07-30T23:36:20Z
4868,Fixed #24966 -- Made an empty ALLOWED_HOSTS raise ImproperlyConfigured when DEBUG=False,"See discussion here for details: https://groups.google.com/forum/#!topic/django-developers/nIrbGjyOsNY
",raiderrobert,None,2015-06-16T13:26:54Z,2015-06-16T19:47:41Z
4778,Fixed #24925 -- Add testcase for Coalesce bug on MySQL,"A datetime passed to `Coalesce` is converted to a string in MySQL. This means an annotated value is a string, not a datetime.
",Ian-Foote,None,2015-06-04T16:40:23Z,2015-06-05T10:24:34Z
4721,Refs #23643 -- Fixed debug view regression on Python 2.,"Updated from https://github.com/django/django/pull/4530.
",timgraham,None,2015-05-29T13:32:04Z,2015-05-29T16:50:46Z
4674,Fixed #24813 -- Documented {% include %} debug behavior variance,"Added doc note about difference in handling of missing template by
include tag based on DEBUG setting.
",akulakov,None,2015-05-18T21:15:39Z,2015-05-21T23:52:42Z
4568,2 regression tests provided for bug #23643,"These are regression tests for https://code.djangoproject.com/ticket/23643
raw fix provided in https://github.com/django/django/pull/4530, but still I have not investigated if there are further implications (i.e: if that patch really solves the issue).

I hope tests will help
",feroda,None,2015-04-27T06:43:19Z,2015-05-19T13:37:33Z
4556,"Fixed #24119, #24120 -- Formalized debug integration for template backends",,prestontimmons,None,2015-04-24T19:55:44Z,2015-05-06T22:49:22Z
4541,Fixed #24681 -- Removed Unicode bug in BrokenLinkEmailMiddleware.,,Code0x58,None,2015-04-21T12:55:19Z,2015-04-21T20:10:19Z
4530,Refs #23643-- Fixed exception.__traceback__ AttributeError in debug view for py2,"This is just a raw fix I have not investigated how it can be possibile that python2 has 2 exceptions in that point of execution. 

If the exceptions behaviour is wrong then the fix could do, else we have to manage multiple exceptions other than **traceback** attribute retrieval. 

I don't know enough python now, but I have preferred to give a raw patch because of the ""release critical"" severity.
",feroda,None,2015-04-19T13:39:10Z,2015-05-29T13:34:40Z
4486,bugfix: support defaults which are unhashable (e.g. JsonField default={}...,"bugfix: support defaults which are unhashable.
As an example now JsonField(default={}) causes an exception while executing the migration.
",ronkonigsberg,None,2015-04-13T12:03:40Z,2015-05-06T00:30:38Z
4474,Bug 24611: call field.get_db_prep_save() when updating remote field from...,"... model instance
",jwineinger,None,2015-04-09T18:50:24Z,2015-04-13T16:18:53Z
4259,Fixed #24455 -- Fixed crash in debug view with lazy objects,"Refs #24455
",bpeschier,None,2015-03-07T12:20:23Z,2015-03-19T07:27:01Z
4254,Cleaned up the template debug implementation.,,prestontimmons,None,2015-03-07T07:41:16Z,2015-03-20T12:59:18Z
