id,Title,Body,User,Label,Created At,Updated At
6762,Bug fix for postgres array indices,"Hey guys, this is my first attempt at contribution, hopefully I'll get it right.

I've encountered a bug when trying to filter on an annotated function call (the function is my own, written in plpgpsql).
The test case I've provided, which fails without my fix, is somewhat odd, but I could not find a general example of an annotation function that returns an array.

I think my fix might be too over-reaching, it can be maybe fixed by surrounding the SQL before the array index in parenthesis.

Thanks!
",yotamofek,None,2016-06-12T02:03:14Z,2016-08-04T18:20:53Z
6408,Refs #21608 -- Fixed wrong cache key in cache session backend.,"Bug introduced in commit https://github.com/django/django/commit/3389c5ea229884a1943873fe7e7ffc2800cefc22
",jdufresne,None,2016-04-03T22:11:40Z,2016-04-04T11:47:12Z
4486,bugfix: support defaults which are unhashable (e.g. JsonField default={}...,"bugfix: support defaults which are unhashable.
As an example now JsonField(default={}) causes an exception while executing the migration.
",ronkonigsberg,None,2015-04-13T12:03:40Z,2015-05-06T00:30:38Z
4474,Bug 24611: call field.get_db_prep_save() when updating remote field from...,"... model instance
",jwineinger,None,2015-04-09T18:50:24Z,2015-04-13T16:18:53Z
4227,Fixed #24439 -- Remove make_object_list as needed.,"Bug fix to https://code.djangoproject.com/ticket/24439#ticket
",jambonrose,None,2015-03-02T18:22:38Z,2015-03-02T18:34:10Z
3019,bugfix 19139: Make OpenLayersWidget respect GeoModelAdmin's modifiable attribute,"ref https://code.djangoproject.com/ticket/19139
",fcurella,None,2014-08-04T16:17:06Z,2014-09-12T06:50:01Z
1007,Bugfixes around utils.functional.allow_lazy,"Includes fixes for the following tickets:
- https://code.djangoproject.com/ticket/20221
- https://code.djangoproject.com/ticket/20222
- https://code.djangoproject.com/ticket/20223
- https://code.djangoproject.com/ticket/20231

Here's the two main points that this PR change:
- Introduce `keep_lazy` as a replacement for `allow_lazy`, which allows it to be used with normal decorator syntax.
- Fix the issue of lazy strings not being marked safe by introducing a `safe` decorator that marks the output of functions as safe, and using that decorator on the lazy-enabled version of functions.
",bmispelon,None,2013-04-10T10:20:24Z,2014-06-12T13:12:43Z
780,Add a unit test to exercise chunking behavior,"Bug #18972 https://code.djangoproject.com/ticket/18972 reports that the math used by django.core.servers.basehttp.ServerHandler.write to break large data into chunks before writing is incorrect.This issue is valid, but since an array slice whose end exceeds the array's length automatically truncates, nothing actually breaks because of this mistake.

@doda has contributed a patch to address the problem, but no unit tests accompany it.

This commit adds a unit test that exercises the chunking code, proves that no data is currently lost, and allows for easy refactoring of the chunking code.
",datagrok,None,2013-02-23T16:45:25Z,2014-07-13T16:47:07Z
528,Bug #17428: Admin formfield validation uses form model instead of registered model.,"The model specified in ModelForm.Meta should not limit the
available fields. This solution uses the same modelform factory used by
the ModelAdmin.get_form method, which adds the registered model's
fields.

https://code.djangoproject.com/ticket/17428

This is my first django core contribution, submitted during the Stockholm sprint. Please double check that I don't break anything. I expect it to be rejected ;)
",per42,None,2012-11-17T20:42:23Z,2014-06-16T06:47:00Z
250,Bugfix/16455 postgis2 optimized,"Optimized code to do extra actions when really needed.
originally made by fcurella.
",kamikaze,None,2012-08-06T00:40:07Z,2014-07-20T01:27:40Z
